fox:FOXG_00002	ko:K20046
fox:FOXG_15179	ko:K05986
fox:FOXG_15190	ko:K00354
fox:FOXG_15194	ko:K00249
fox:FOXG_15195	ko:K01904
fox:FOXG_15201	ko:K07249
fox:FOXG_15206	ko:K01568
fox:FOXG_15207	ko:K00826
fox:FOXG_15212	ko:K17644
fox:FOXG_15218	ko:K01206
fox:FOXG_15219	ko:K02429
fox:FOXG_15220	ko:K21451
fox:FOXG_15221	ko:K18102
fox:FOXG_15222	ko:K00062
fox:FOXG_15236	ko:K28027
fox:FOXG_15238	ko:K11517
fox:FOXG_15240	ko:K17069
fox:FOXG_15242	ko:K00344
fox:FOXG_15243	ko:K00641
fox:FOXG_15247	ko:K00928
fox:FOXG_15252	ko:K05989
fox:FOXG_15253	ko:K08192
fox:FOXG_15257	ko:K05349
fox:FOXG_15265	ko:K12349
fox:FOXG_15268	ko:K08158
fox:FOXG_15283	ko:K08192
fox:FOXG_15285	ko:K14338
fox:FOXG_15294	ko:K03781
fox:FOXG_15296	ko:K15394
fox:FOXG_15302	ko:K13953
fox:FOXG_15310	ko:K00022
fox:FOXG_15313	ko:K01426
fox:FOXG_15314	ko:K18660
fox:FOXG_15328	ko:K22213
fox:FOXG_15329	ko:K01183
fox:FOXG_15338	ko:K01426
fox:FOXG_15340	ko:K28508
fox:FOXG_15354	ko:K00106
fox:FOXG_15359	ko:K07734
fox:FOXG_15360	ko:K08139
fox:FOXG_15363	ko:K01735
fox:FOXG_15383	ko:K00894
fox:FOXG_15387	ko:K19355
fox:FOXG_15392	ko:K08192
fox:FOXG_15405	ko:K14674
fox:FOXG_15407	ko:K08192
fox:FOXG_15415	ko:K01213
fox:FOXG_15416	ko:K08737
fox:FOXG_15419	ko:K02257
fox:FOXG_15422	ko:K08900
fox:FOXG_15424	ko:K01209
fox:FOXG_15426	ko:K05291
fox:FOXG_15429	ko:K01266
fox:FOXG_15430	ko:K24137
fox:FOXG_15437	ko:K17066
fox:FOXG_15441	ko:K15172
fox:FOXG_15442	ko:K11805
fox:FOXG_15444	ko:K28529
fox:FOXG_15445	ko:K00873
fox:FOXG_15450	ko:K01537
fox:FOXG_15452	ko:K05658
fox:FOXG_15463	ko:K00387
fox:FOXG_15464	ko:K03032
fox:FOXG_15469	ko:K23887
fox:FOXG_15471	ko:K24750
fox:FOXG_15474	ko:K01126
fox:FOXG_15483	ko:K17866
fox:FOXG_15491	ko:K05989
fox:FOXG_15493	ko:K05989
fox:FOXG_15543	ko:K07200
fox:FOXG_15546	ko:K19850
fox:FOXG_15572	ko:K07078
fox:FOXG_15612	ko:K09248
fox:FOXG_15613	ko:K14454
fox:FOXG_15614	ko:K00273
fox:FOXG_15615	ko:K16261
fox:FOXG_15621	ko:K06901
fox:FOXG_15624	ko:K10998
fox:FOXG_15625	ko:K16230
fox:FOXG_15626	ko:K12197
fox:FOXG_15627	ko:K12599
fox:FOXG_15628	ko:K00162
fox:FOXG_15629	ko:K00559
fox:FOXG_15630	ko:K12872
fox:FOXG_15631	ko:K18170
fox:FOXG_15632	ko:K09522
fox:FOXG_15633	ko:K05658
fox:FOXG_15647	ko:K17498
fox:FOXG_15648	ko:K28564
fox:FOXG_15653	ko:K11360
fox:FOXG_15656	ko:K13335
fox:FOXG_15663	ko:K14018
fox:FOXG_15664	ko:K13137
fox:FOXG_15678	ko:K26731
fox:FOXG_15681	ko:K03305
fox:FOXG_15686	ko:K09955
fox:FOXG_15690	ko:K08141
fox:FOXG_15712	ko:K08711
fox:FOXG_15715	ko:K13333
fox:FOXG_15717	ko:K09248
fox:FOXG_15728	ko:K03448
fox:FOXG_15733	ko:K17991
fox:FOXG_15739	ko:K20498
fox:FOXG_15741	ko:K22644
fox:FOXG_15742	ko:K01181
fox:FOXG_15752	ko:K01800
fox:FOXG_15753	ko:K01555
fox:FOXG_15760	ko:K08711
fox:FOXG_15789	ko:K00477
fox:FOXG_15791	ko:K16261
fox:FOXG_15812	ko:K08141
fox:FOXG_15820	ko:K03334
fox:FOXG_15834	ko:K19069
fox:FOXG_15839	ko:K19069
fox:FOXG_15850	ko:K06670
fox:FOXG_15879	ko:K03321
fox:FOXG_15887	ko:K23010
fox:FOXG_15900	ko:K22134
fox:FOXG_16001	ko:K07200
fox:FOXG_16004	ko:K19850
fox:FOXG_16031	ko:K07078
fox:FOXG_16068	ko:K09248
fox:FOXG_16069	ko:K14454
fox:FOXG_16070	ko:K00273
fox:FOXG_16071	ko:K16261
fox:FOXG_16101	ko:K22134
fox:FOXG_16118	ko:K00232
fox:FOXG_16128	ko:K01183
fox:FOXG_16133	ko:K04563
fox:FOXG_16141	ko:K18369
fox:FOXG_16149	ko:K02154
fox:FOXG_16151	ko:K13953
fox:FOXG_16154	ko:K22438
fox:FOXG_16169	ko:K04563
fox:FOXG_16181	ko:K00016
fox:FOXG_16199	ko:K00016
fox:FOXG_16211	ko:K04563
fox:FOXG_16225	ko:K22438
fox:FOXG_16228	ko:K13953
fox:FOXG_16230	ko:K02154
fox:FOXG_16238	ko:K18369
fox:FOXG_16245	ko:K04563
fox:FOXG_16251	ko:K01183
fox:FOXG_16260	ko:K00232
fox:FOXG_16272	ko:K00232
fox:FOXG_16279	ko:K22134
fox:FOXG_16289	ko:K01408
fox:FOXG_16307	ko:K11560
fox:FOXG_16340	ko:K05681
fox:FOXG_16342	ko:K22438
fox:FOXG_16347	ko:K01007
fox:FOXG_16348	ko:K00016
fox:FOXG_16355	ko:K19838
fox:FOXG_16380	ko:K01568
fox:FOXG_16381	ko:K01007
fox:FOXG_16387	ko:K01481
fox:FOXG_16409	ko:K01210
fox:FOXG_16455	ko:K11593
fox:FOXG_16467	ko:K08176
fox:FOXG_16482	ko:K08139
fox:FOXG_16491	ko:K01476
fox:FOXG_16516	ko:K01732
fox:FOXG_16518	ko:K19564
fox:FOXG_16527	ko:K22686
fox:FOXG_16532	ko:K17679
fox:FOXG_16537	ko:K09705
fox:FOXG_16538	ko:K06901
fox:FOXG_16543	ko:K08711
fox:FOXG_16547	ko:K00223
fox:FOXG_16552	ko:K01438
fox:FOXG_16553	ko:K08192
fox:FOXG_16560	ko:K00467
fox:FOXG_16578	ko:K00213
fox:FOXG_16582	ko:K01187
fox:FOXG_16606	ko:K08095
fox:FOXG_16612	ko:K01417
fox:FOXG_16631	ko:K00059
fox:FOXG_16644	ko:K24139
fox:FOXG_16651	ko:K07393
fox:FOXG_16665	ko:K00522
fox:FOXG_16673	ko:K00626
fox:FOXG_16675	ko:K24278
fox:FOXG_16688	ko:K08994
fox:FOXG_16707	ko:K06911
fox:FOXG_16708	ko:K07393
fox:FOXG_16711	ko:K05972
fox:FOXG_16713	ko:K00102
fox:FOXG_16728	ko:K00522
fox:FOXG_16731	ko:K01481
fox:FOXG_16735	ko:K00626
fox:FOXG_16738	ko:K24278
fox:FOXG_16740	ko:K01613
fox:FOXG_16751	ko:K08994
fox:FOXG_16770	ko:K00457
fox:FOXG_16774	ko:K06911
fox:FOXG_16775	ko:K07393
fox:FOXG_16778	ko:K08192
fox:FOXG_16779	ko:K05972
fox:FOXG_16794	ko:K08192
fox:FOXG_16797	ko:K13366
fox:FOXG_16811	ko:K13289
fox:FOXG_16823	ko:K28059
fox:FOXG_16831	ko:K00226
fox:FOXG_16833	ko:K00851
fox:FOXG_16834	ko:K03441
fox:FOXG_16836	ko:K03781
fox:FOXG_16837	ko:K00387
fox:FOXG_16842	ko:K24976
fox:FOXG_16850	ko:K06035
fox:FOXG_16855	ko:K01091
fox:FOXG_16877	ko:K22736
fox:FOXG_16880	ko:K01179
fox:FOXG_16883	ko:K16261
fox:FOXG_16885	ko:K00505
fox:FOXG_16888	ko:K14816
fox:FOXG_16891	ko:K22721
fox:FOXG_16892	ko:K23329
fox:FOXG_16893	ko:K22721
fox:FOXG_16894	ko:K23329
fox:FOXG_16899	ko:K16261
fox:FOXG_16902	ko:K20844
fox:FOXG_16906	ko:K01053
fox:FOXG_16909	ko:K05991
fox:FOXG_16916	ko:K00059
fox:FOXG_16920	ko:K01176
fox:FOXG_16922	ko:K00306
fox:FOXG_16925	ko:K08192
fox:FOXG_16930	ko:K28766
fox:FOXG_16931	ko:K07937
fox:FOXG_16934	ko:K19564
fox:FOXG_16935	ko:K00276
fox:FOXG_16942	ko:K01756
fox:FOXG_16943	ko:K01210
fox:FOXG_16957	ko:K19564
fox:FOXG_16962	ko:K00128
fox:FOXG_16965	ko:K00273
fox:FOXG_16973	ko:K00128
fox:FOXG_16975	ko:K03379
fox:FOXG_16977	ko:K15389
fox:FOXG_16980	ko:K00505
fox:FOXG_16988	ko:K00326
fox:FOXG_16993	ko:K12306
fox:FOXG_16995	ko:K00276
fox:FOXG_17008	ko:K17740
fox:FOXG_17012	ko:K01049
fox:FOXG_17021	ko:K10759
fox:FOXG_17028	ko:K05916
fox:FOXG_17036	ko:K22992
fox:FOXG_17054	ko:K01408
fox:FOXG_17074	ko:K22686
fox:FOXG_17088	ko:K01184
fox:FOXG_17106	ko:K03782
fox:FOXG_17118	ko:K07297
fox:FOXG_17130	ko:K03782
fox:FOXG_17136	ko:K05349
fox:FOXG_17141	ko:K14334
fox:FOXG_17146	ko:K01427
fox:FOXG_17147	ko:K08711
fox:FOXG_17149	ko:K06123
fox:FOXG_17151	ko:K10523
fox:FOXG_17152	ko:K02429
fox:FOXG_17159	ko:K22134
fox:FOXG_17167	ko:K05349
fox:FOXG_17169	ko:K26141
fox:FOXG_17170	ko:K08192
fox:FOXG_17176	ko:K23504
fox:FOXG_17179	ko:K04709
fox:FOXG_17180	ko:K03782
fox:FOXG_17187	ko:K01279
fox:FOXG_17197	ko:K08711
fox:FOXG_17200	ko:K22213
fox:FOXG_17214	ko:K01845
fox:FOXG_17215	ko:K01907
fox:FOXG_17217	ko:K01426
fox:FOXG_17221	ko:K14338
fox:FOXG_17226	ko:K12373
fox:FOXG_17228	ko:K05989
fox:FOXG_17230	ko:K01687
fox:FOXG_17238	ko:K00128
fox:FOXG_17240	ko:K11517
fox:FOXG_17257	ko:K01183
fox:FOXG_17301	ko:K17066
fox:FOXG_17303	ko:K22745
fox:FOXG_17344	ko:K15389
fox:FOXG_17351	ko:K18703
fox:FOXG_17352	ko:K01640
fox:FOXG_17360	ko:K08764
fox:FOXG_17364	ko:K01796
fox:FOXG_17367	ko:K14729
fox:FOXG_17374	ko:K08141
fox:FOXG_17376	ko:K00010
fox:FOXG_17384	ko:K03380
fox:FOXG_17385	ko:K01426
fox:FOXG_17391	ko:K08192
fox:FOXG_17404	ko:K18576
fox:FOXG_17405	ko:K19305
fox:FOXG_17406	ko:K18339
fox:FOXG_17407	ko:K08139
fox:FOXG_17410	ko:K01684
fox:FOXG_17412	ko:K01224
fox:FOXG_17413	ko:K19564
fox:FOXG_17418	ko:K23010
fox:FOXG_17421	ko:K01181
fox:FOXG_17422	ko:K22148
fox:FOXG_17423	ko:K22151
fox:FOXG_17424	ko:K05665
fox:FOXG_17432	ko:K18102
fox:FOXG_17434	ko:K01426
fox:FOXG_17435	ko:K09705
fox:FOXG_17437	ko:K13690
fox:FOXG_17440	ko:K22992
fox:FOXG_17453	ko:K06045
fox:FOXG_17471	ko:K04563
fox:FOXG_17476	ko:K13953
fox:FOXG_17481	ko:K14297
fox:FOXG_17483	ko:K13366
fox:FOXG_17487	ko:K07034
fox:FOXG_17491	ko:K22124
fox:FOXG_17503	ko:K04565
fox:FOXG_17505	ko:K13333
fox:FOXG_17510	ko:K01426
fox:FOXG_17511	ko:K26141
fox:FOXG_17512	ko:K08192
fox:FOXG_17513	ko:K22245
fox:FOXG_17516	ko:K01193
fox:FOXG_17518	ko:K27494
fox:FOXG_17519	ko:K08176
fox:FOXG_17535	ko:K01481
fox:FOXG_17541	ko:K13356
fox:FOXG_17553	ko:K01195
fox:FOXG_17558	ko:K08095
fox:FOXG_17562	ko:K18579
fox:FOXG_17581	ko:K14338
fox:FOXG_17584	ko:K16261
fox:FOXG_17586	ko:K01182
fox:FOXG_17588	ko:K01185
fox:FOXG_17600	ko:K01904
fox:FOXG_17605	ko:K01568
fox:FOXG_17607	ko:K08141
fox:FOXG_17608	ko:K07407
fox:FOXG_17623	ko:K01193
fox:FOXG_17628	ko:K13333
fox:FOXG_17637	ko:K28650
fox:FOXG_17640	ko:K19838
fox:FOXG_17732	ko:K00457
fox:FOXG_17741	ko:K01210
fox:FOXG_17742	ko:K08329
fox:FOXG_17757	ko:K14334
fox:FOXG_17763	ko:K11339
fox:FOXG_17764	ko:K18184
fox:FOXG_17777	ko:K16261
fox:FOXG_17784	ko:K01599
fox:FOXG_17798	ko:K20406
fox:FOXG_17812	ko:K18167
fox:FOXG_17835	ko:K14001
fox:FOXG_17880	ko:K24029
fox:FOXG_17899	ko:K12666
fox:FOXG_17906	ko:K01512
fox:FOXG_17917	ko:K18176
fox:FOXG_17946	ko:K14403
fox:FOXG_18012	ko:K05916
fox:FOXG_18059	ko:K24781
fox:FOXG_18101	ko:K13526
fox:FOXG_18109	ko:K18588
fox:FOXG_18110	ko:K15562
fox:FOXG_18115	ko:K14528
fox:FOXG_18116	ko:K01981
fox:FOXG_18133	ko:K17771
fox:FOXG_18147	ko:K19765
fox:FOXG_18151	ko:K27960
fox:FOXG_18167	ko:K18172
fox:FOXG_18203	ko:K13336
fox:FOXG_18210	ko:K03639
fox:FOXG_18225	ko:K12624
fox:FOXG_18249	ko:K09458
fox:FOXG_18250	ko:K17662
fox:FOXG_18264	ko:K26109
fox:FOXG_18288	ko:K21546
fox:FOXG_18361	ko:K01711
fox:FOXG_18384	ko:K04630
fox:FOXG_18401	ko:K00505
fox:FOXG_18412	ko:K07203
fox:FOXG_18413	ko:K01537
fox:FOXG_18467	ko:K22909
fox:FOXG_18478	ko:K23735
fox:FOXG_18482	ko:K06640
fox:FOXG_18483	ko:K06640
fox:FOXG_18495	ko:K15163
fox:FOXG_18506	ko:K05349
fox:FOXG_18507	ko:K12189
fox:FOXG_18513	ko:K02913
fox:FOXG_18524	ko:K14297
fox:FOXG_18546	ko:K03635
fox:FOXG_18547	ko:K13094
fox:FOXG_18553	ko:K12571
fox:FOXG_18566	ko:K18177
fox:FOXG_18645	ko:K01045
fox:FOXG_18657	ko:K22889
fox:FOXG_18667	ko:K20221
fox:FOXG_18700	ko:K08679
fox:FOXG_18742	ko:K00477
fox:FOXG_18759	ko:K11982
fox:FOXG_18763	ko:K15219
fox:FOXG_18767	ko:K11462
fox:FOXG_18778	ko:K14563
fox:FOXG_18811	ko:K22832
fox:FOXG_18826	ko:K13095
fox:FOXG_18858	ko:K11236
fox:FOXG_18864	ko:K14454
fox:FOXG_18891	ko:K08711
fox:FOXG_18892	ko:K05389
fox:FOXG_18905	ko:K19308
fox:FOXG_18911	ko:K05665
fox:FOXG_18919	ko:K09580
fox:FOXG_18923	ko:K26171
fox:FOXG_18989	ko:K00797
fox:FOXG_18992	ko:K14411
fox:FOXG_18993	ko:K20360
fox:FOXG_19023	ko:K00698
fox:FOXG_19028	ko:K23334
fox:FOXG_19053	ko:K01613
fox:FOXG_19073	ko:K16570
fox:FOXG_19081	ko:K18655
fox:FOXG_19087	ko:K19564
fox:FOXG_19140	ko:K22978
fox:FOXG_19156	ko:K10590
fox:FOXG_19158	ko:K10643
fox:FOXG_19172	ko:K10416
fox:FOXG_19189	ko:K01210
fox:FOXG_19221	ko:K00688
fox:FOXG_19233	ko:K03537
fox:FOXG_19248	ko:K01939
fox:FOXG_19342	ko:K13333
fox:FOXG_19345	ko:K03549
fox:FOXG_19431	ko:K00016
fox:FOXG_19436	ko:K00016
fox:FOXG_19442	ko:K08726
fox:FOXG_19450	ko:K11585
fox:FOXG_19494	ko:K00451
fox:FOXG_19517	ko:K20280
fox:FOXG_19535	ko:K03860
fox:FOXG_19538	ko:K27881
fox:FOXG_19559	ko:K28441
fox:FOXG_19573	ko:K14289
fox:FOXG_19643	ko:K16282
fox:FOXG_19650	ko:K03685
fox:FOXG_19677	ko:K06199
fox:FOXG_19708	ko:K13333
fox:FOXG_19711	ko:K03549
fox:FOXG_19778	ko:K07034
fox:FOXG_19785	ko:K03000
fox:FOXG_19792	ko:K03979
fox:FOXG_19814	ko:K02143
fox:FOXG_19847	ko:K01083
fox:FOXG_19871	ko:K01456
fox:FOXG_19909	ko:K17973
fox:FOXG_19911	ko:K18185
fox:FOXG_19914	ko:K01982
fox:FOXG_19915	ko:K01979
fox:FOXG_19916	ko:K01979
fox:FOXG_19917	ko:K01982
fox:FOXG_19918	ko:K01979
fox:FOXG_19919	ko:K01982
fox:FOXG_19920	ko:K01979
fox:FOXG_19921	ko:K01982
fox:FOXG_19922	ko:K01979
fox:FOXG_19923	ko:K01982
fox:FOXG_19924	ko:K01979
fox:FOXG_19925	ko:K01982
fox:FOXG_19926	ko:K01979
fox:FOXG_19927	ko:K01982
fox:FOXG_19928	ko:K01979
fox:FOXG_19929	ko:K01982
fox:FOXG_19930	ko:K01979
fox:FOXG_19931	ko:K01979
fox:FOXG_19932	ko:K01982
fox:FOXG_19933	ko:K01979
fox:FOXG_19934	ko:K01982
fox:FOXG_19935	ko:K01982
fox:FOXG_19936	ko:K01979
fox:FOXG_19937	ko:K01982
fox:FOXG_19942	ko:K07300
fox:FOXG_19952	ko:K19562
fox:FOXG_19954	ko:K11130
fox:FOXG_19984	ko:K09647
fox:FOXG_19998	ko:K06199
fox:FOXG_20003	ko:K01536
fox:FOXG_20012	ko:K20246
fox:FOXG_20030	ko:K14767
fox:FOXG_20031	ko:K01981
fox:FOXG_20034	ko:K14311
fox:FOXG_20040	ko:K04728
fox:FOXG_20051	ko:K23543
fox:FOXG_20065	ko:K08576
fox:FOXG_20071	ko:K08192
fox:FOXG_20096	ko:K07937
fox:FOXG_20126	ko:K01981
fox:FOXG_20176	ko:K08157
fox:FOXG_20220	ko:K08192
fox:FOXG_20234	ko:K20059
fox:FOXG_20237	ko:K00102
fox:FOXG_20256	ko:K19564
fox:FOXG_20278	ko:K17822
fox:FOXG_20281	ko:K17922
fox:FOXG_20294	ko:K14816
fox:FOXG_20295	ko:K20498
fox:FOXG_20319	ko:K04706
fox:FOXG_20344	ko:K18188
fox:FOXG_20374	ko:K09242
fox:FOXG_20388	ko:K08192
fox:FOXG_20392	ko:K00505
fox:FOXG_20408	ko:K19572
fox:FOXG_20473	ko:K13117
fox:FOXG_20474	ko:K18633
fox:FOXG_20508	ko:K00486
fox:FOXG_20515	ko:K00974
fox:FOXG_20516	ko:K12587
fox:FOXG_20534	ko:K11393
fox:FOXG_20543	ko:K00698
fox:FOXG_20545	ko:K10994
fox:FOXG_20578	ko:K03009
fox:FOXG_20592	ko:K10881
fox:FOXG_20637	ko:K09780
fox:FOXG_20695	ko:K19564
fox:FOXG_20721	ko:K15303
fox:FOXG_20734	ko:K20361
fox:FOXG_20774	ko:K00730
fox:FOXG_20775	ko:K12881
fox:FOXG_20812	ko:K04798
fox:FOXG_20825	ko:K03521
fox:FOXG_20830	ko:K17740
fox:FOXG_20852	ko:K12412
fox:FOXG_20922	ko:K07297
fox:FOXG_20923	ko:K11254
fox:FOXG_20929	ko:K21989
fox:FOXG_20968	ko:K08065
fox:FOXG_20970	ko:K01907
fox:FOXG_20996	ko:K06699
fox:FOXG_21039	ko:K06699
fox:FOXG_21065	ko:K01673
fox:FOXG_21098	ko:K08192
fox:FOXG_21116	ko:K13577
fox:FOXG_21158	ko:K01981
fox:FOXG_21159	ko:K03186
fox:FOXG_21219	ko:K00852
fox:FOXG_21238	ko:K01539
fox:FOXG_21245	ko:K03963
fox:FOXG_21300	ko:K15451
fox:FOXG_21319	ko:K06699
fox:FOXG_21341	ko:K01907
fox:FOXG_21342	ko:K08065
fox:FOXG_21374	ko:K21989
fox:FOXG_21379	ko:K11254
fox:FOXG_21380	ko:K07297
fox:FOXG_21442	ko:K12412
fox:FOXG_21549	ko:K21547
fox:FOXG_21590	ko:K18740
fox:FOXG_21604	ko:K22736
fox:FOXG_21689	ko:K03186
fox:FOXG_21690	ko:K01049
fox:FOXG_21724	ko:K19850
fox:FOXG_21765	ko:K21989
fox:FOXG_21854	ko:K03392
fox:FOXG_21855	ko:K23234
fox:FOXG_21887	ko:K03787
fox:FOXG_21958	ko:K19850
fox:FOXG_21996	ko:K01049
fox:FOXG_21997	ko:K03186
fox:FOXG_22101	ko:K08832
fox:FOXG_22103	ko:K11701
fox:FOXG_22240	ko:K08141
fox:FOXG_22278	ko:K01982
fox:FOXG_22279	ko:K01979
fox:FOXG_22283	ko:K01979
fox:FOXG_22284	ko:K01982
fox:FOXG_22285	ko:K01979
fox:FOXG_22286	ko:K01982
fox:FOXG_22287	ko:K01982
fox:FOXG_22288	ko:K01979
fox:FOXG_22289	ko:K01982
fox:FOXG_22290	ko:K01982
fox:FOXG_22319	ko:K11585
fox:FOXG_22336	ko:K00016
fox:FOXG_22343	ko:K00016
fox:FOXG_22379	ko:K00016
fox:FOXG_22383	ko:K00016
fox:FOXG_22390	ko:K08726
fox:FOXG_22398	ko:K11585
fox:FOXG_22418	ko:K04563
fox:FOXG_22548	ko:K19850
fox:FOXG_22561	ko:K08192
fox:FOXG_22577	ko:K19850
fox:FOXG_22588	ko:K00102
fox:FOXG_22597	ko:K22134
fox:FOXG_22629	ko:K06116
fox:FOXG_22639	ko:K01183
fox:FOXG_22648	ko:K01183
fox:FOXG_22670	ko:K06699
fox:FOXG_22717	ko:K04706
fox:FOXG_22757	ko:K09246
fox:FOXG_22791	ko:K15104
fox:FOXG_22792	ko:K01907
fox:FOXG_22793	ko:K01904
fox:FOXG_22806	ko:K00016
fox:FOXG_22870	ko:K03327
fox:FOXG_22898	ko:K07034
fox:FOXG_22935	ko:K01979
fox:FOXG_22936	ko:K01982
fox:FOXG_22937	ko:K01979
fox:FOXG_22940	ko:K22148
fox:FOXG_22941	ko:K01979
fox:FOXG_22942	ko:K01982
fox:FOXG_22944	ko:K01979
fox:FOXG_22945	ko:K01982
fox:FOXG_22946	ko:K01979
fox:FOXG_22947	ko:K01982
fox:FOXG_22948	ko:K01979
fox:FOXG_22949	ko:K01982
fox:FOXG_22951	ko:K01979
fox:FOXG_22952	ko:K01982
fox:FOXG_22953	ko:K01979
fox:FOXG_22954	ko:K01982
fox:FOXG_22957	ko:K01979
fox:FOXG_22958	ko:K01982
fox:FOXG_22963	ko:K01982
fox:FOXG_22964	ko:K01982
fox:FOXG_22965	ko:K01982
fox:FOXG_22966	ko:K01979
fox:FOXG_22967	ko:K01982
fox:FOXG_22968	ko:K01982
fox:FOXG_22976	ko:K01982
fox:FOXG_22978	ko:K01982
fox:FOXG_22979	ko:K01979
fox:FOXG_22980	ko:K01982
fox:FOXG_22981	ko:K01979
