fgr:FGSG_00017	ko:K01293
fgr:FGSG_13971	ko:K22134
fgr:FGSG_13983	ko:K03380
fgr:FGSG_13993	ko:K08192
fgr:FGSG_14001	ko:K19619
fgr:FGSG_14002	ko:K26349
fgr:FGSG_14036	ko:K11339
fgr:FGSG_14037	ko:K27894
fgr:FGSG_14038	ko:K27894
fgr:FGSG_20000	ko:K01981
fgr:FGSG_20001	ko:K01981
fgr:FGSG_20002	ko:K01981
fgr:FGSG_20003	ko:K01981
fgr:FGSG_20004	ko:K01981
fgr:FGSG_20005	ko:K01981
fgr:FGSG_20006	ko:K01981
fgr:FGSG_20007	ko:K01981
fgr:FGSG_20008	ko:K01981
fgr:FGSG_20009	ko:K01981
fgr:FGSG_20010	ko:K01981
fgr:FGSG_20011	ko:K01981
fgr:FGSG_20012	ko:K01981
fgr:FGSG_20013	ko:K01981
fgr:FGSG_20014	ko:K01981
fgr:FGSG_20015	ko:K01981
fgr:FGSG_20016	ko:K01981
fgr:FGSG_20017	ko:K01981
fgr:FGSG_20018	ko:K01981
fgr:FGSG_20019	ko:K01981
fgr:FGSG_20020	ko:K01981
fgr:FGSG_20021	ko:K01981
fgr:FGSG_20022	ko:K01981
fgr:FGSG_20023	ko:K01981
fgr:FGSG_20024	ko:K01981
fgr:FGSG_20025	ko:K01981
fgr:FGSG_20026	ko:K01981
fgr:FGSG_20027	ko:K01981
fgr:FGSG_20028	ko:K01981
fgr:FGSG_20029	ko:K01981
fgr:FGSG_20030	ko:K01981
fgr:FGSG_20031	ko:K01981
fgr:FGSG_20032	ko:K01981
fgr:FGSG_20033	ko:K01981
fgr:FGSG_20034	ko:K01981
fgr:FGSG_20035	ko:K01981
fgr:FGSG_20036	ko:K01981
fgr:FGSG_20037	ko:K01981
fgr:FGSG_20038	ko:K01981
fgr:FGSG_20039	ko:K01981
fgr:FGSG_20040	ko:K01981
fgr:FGSG_20041	ko:K01981
fgr:FGSG_20042	ko:K01981
fgr:FGSG_20043	ko:K01981
fgr:FGSG_20044	ko:K01981
fgr:FGSG_20045	ko:K01981
fgr:FGSG_20046	ko:K01981
fgr:FGSG_20047	ko:K01979
fgr:FGSG_20048	ko:K01982
fgr:FGSG_20049	ko:K01979
fgr:FGSG_20050	ko:K01979
fgr:FGSG_20051	ko:K01982
fgr:FGSG_20052	ko:K01979
fgr:FGSG_20053	ko:K01982
fgr:FGSG_20054	ko:K01979
fgr:FGSG_20055	ko:K01982
fgr:FGSG_20056	ko:K01979
fgr:FGSG_20057	ko:K01982
fgr:FGSG_20058	ko:K01979
fgr:FGSG_20059	ko:K01981
fgr:FGSG_20060	ko:K01981
fgr:FGSG_20061	ko:K01981
fgr:FGSG_20062	ko:K01981
fgr:FGSG_20063	ko:K01981
fgr:FGSG_20064	ko:K01981
fgr:FGSG_20065	ko:K01981
fgr:FGSG_20066	ko:K01981
fgr:FGSG_20067	ko:K01981
fgr:FGSG_20068	ko:K01981
fgr:FGSG_20069	ko:K01981
fgr:FGSG_20070	ko:K01981
fgr:FGSG_20071	ko:K01981
fgr:FGSG_20072	ko:K01979
fgr:FGSG_20073	ko:K01982
fgr:FGSG_20074	ko:K01979
fgr:FGSG_20075	ko:K01982
fgr:FGSG_20076	ko:K01982
fgr:FGSG_20077	ko:K01979
fgr:FGSG_20078	ko:K01982
fgr:FGSG_20079	ko:K01979
fgr:FGSG_20080	ko:K01982
fgr:FGSG_20081	ko:K01979
fgr:FGSG_20082	ko:K01982
fgr:FGSG_20083	ko:K01979
fgr:FGSG_20084	ko:K01979
fgr:FGSG_20085	ko:K01982
fgr:FGSG_20086	ko:K01982
fgr:FGSG_20087	ko:K01979
fgr:GizefMp03	ko:K03879
fgr:GizefMp04	ko:K03880
fgr:GizefMp05	ko:K02128
fgr:GizefMp06	ko:K02261
fgr:GizefMp07	ko:K03882
fgr:GizefMp08	ko:K03883
fgr:GizefMp09	ko:K00412
fgr:GizefMp10	ko:K02256
fgr:GizefMp11	ko:K03878
fgr:GizefMp12	ko:K03881
fgr:GizefMp13	ko:K02125
fgr:GizefMp14	ko:K02126
fgr:GizefMp15	ko:K02262
fgr:GizefMp16	ko:K03884
fgr:GizefMr17	ko:K26194
fgr:GizefMr34	ko:K26193
fgr:GizefMt19	ko:K14234
fgr:GizefMt20	ko:K14224
fgr:GizefMt21	ko:K14230
fgr:GizefMt22	ko:K14230
fgr:GizefMt23	ko:K14225
fgr:GizefMt24	ko:K14228
fgr:GizefMt25	ko:K14225
fgr:GizefMt26	ko:K14218
fgr:GizefMt27	ko:K14231
fgr:GizefMt28	ko:K14229
fgr:GizefMt29	ko:K14228
fgr:GizefMt30	ko:K14223
fgr:GizefMt31	ko:K14226
fgr:GizefMt32	ko:K14230
fgr:GizefMt34	ko:K14219
fgr:GizefMt35	ko:K14236
fgr:GizefMt36	ko:K14221
fgr:GizefMt37	ko:K14233
fgr:GizefMt38	ko:K14220
fgr:GizefMt39	ko:K14237
fgr:GizefMt41	ko:K14227
fgr:GizefMt42	ko:K14233
fgr:GizefMt43	ko:K14238
fgr:GizefMt44	ko:K14232
fgr:GizefMt45	ko:K14219
fgr:GizefMt46	ko:K14219
fgr:GizefMt48	ko:K14222
